	, www Profile.xml
SVMXC__Service_Order__c.SVMXC__Age__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Apply_Business_Hours_For_OptiMax__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Appointment_Promised_Time_Slot__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Auto_Entitlement_Status__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__BatchUpdate__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Billing_Type__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Booked_Appointment_Slot__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Canceled_Date_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Case__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__City__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Clock_Paused_Forever__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Closed_By__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Closed_On__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Company__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Completed_Date_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Component__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Configuration_After__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Configuration_Before__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Contact__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Corrective_Action__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Country__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Customer_Down_Status__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Customer_Down__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Customer_Failure_Feedback__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Dependency_Group__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Dispatch_Now__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Dispatch_Priority__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Dispatch_Process__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Dispatch_Response__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Dispatch_Status__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Drip__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Driving_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__EndpointURL__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Entitlement_Notes__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Entitlement_Type__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Failed_Assembly__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Failure_Location__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Finished_Onsite_Date_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__FirstScheduledDateTime__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__First_Assigned_DateTime__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__First_Queued_DateTime__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Group_Email__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Group_Member__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__How_Fixed__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Idle_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Initial_Response_Customer_By__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Initial_Response_Internal_By__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Invoice_Created__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Invoice_Number__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__IsPartnerRecord__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__IsPartner__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Is_Entitlement_Performed__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Is_Exported__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Is_PM_Work_Order__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Is_SLA_Calculated__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Is_Service_Covered__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Last_Dispatch_Event__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Latitude__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Locked_By_DC__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Longitude__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Master_Order_Line__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Member_Email__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__NoOfTimesAssigned__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__NoOfTimesQueued__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__NoOfTimesScheduled__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Number_Of_Times_Assigned_Bucket__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Number_Of_Times_Queued_Bucket__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Number_Of_Times_Scheduled_Bucket__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Onsite_Response_Customer_By__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Onsite_Response_Internal_By__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__OptiMax_Error_Email1__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__OptiMax_Error_Email2__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__OptiMax_Error_Occurred__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__OptiMax_Error_Text__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__OptiMax_Last_Run_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__OptiMax_Status__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Optimizer_Connection_Name__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Order_Status__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Order_Type__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__PM_Plan__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__PM_SC__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__PM_Tasks_Created__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Partner_Account__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Partner_Contact__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Perform_Auto_Entitlement__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Preferred_Business_Hours__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Preferred_End_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Preferred_Resource_Priority__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Preferred_Start_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Preferred_Technician__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Previous_Scheduled_Date_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Primary_Territory__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Priority__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Problem_Description__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Product__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Proforma_Invoice_Amount__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Proforma_Invoice__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Purpose_of_Visit__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__QTL_Status__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Qualified_Technicians__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Rate_Pricing_Rule__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Rate_Type_Pricing_Rule__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Related_Work_Order__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Resolution_Customer_By__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Resolution_Internal_By__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Restoration_Customer_By__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Restoration_Internal_By__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Root_Cause__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SESSION_ID__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SLA_Clock_Extension_Minutes__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SLA_Clock_Pause_Days__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SLA_Clock_Pause_Hours__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SLA_Clock_Pause_Minutes__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SLA_Clock_Pause_Reason__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SLA_Clock_Pause_Restart_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SLA_Clock_Pause_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SLA_Clock_Paused__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SLA_Terms__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_Estimated_Duration__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_LJS_Minimum_Schedule_Duration__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_Ok_To_Arrive_Early__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_Optimizer_Message_Creation_Date_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_Revised_Duration__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_SLA_Initial_Response__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_SLA_Onsite_Response__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_SLA_Resolution__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_SLA_Restoration__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_Scheduled_Duration__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_Scheduling_Options__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_Scope_Change__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_Unscheduled_Duration__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__SM_Variance__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Schedule_As_A_Dependent_Work_Order__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Scheduled_Date_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Scheduled_Date__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Scheduling_Change_Token__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Scheduling_Retry_Count__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Service_Contract__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Service_Duration__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Service_Group__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Service_Zone_ID__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Site__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Skill_Set__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Skill__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Special_Instructions__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Started_Driving_To_Location_Date_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__State__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Street__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Sub_Status__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Symptom__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__TimeBetweenAssignAndSchedule__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__TimeBetweenQueueAndAssign__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__TimeBetweenScheduleAndClose__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__TimeToAssign__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__TimeToQueue__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__TimeToSchedule__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Time_Between_Assign_And_Schedule_Bucket__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Time_Between_Queue_And_Assign_Bucket__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Time_Between_Schedule_And_Close_Bucket__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Time_To_Close_c__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Time_to_Assign_Bucket__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Time_to_Initial_Response__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Time_to_Onsite_Response__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Time_to_Queue_Bucket__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Time_to_Resolve__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Time_to_Restore__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Time_to_Schedule_Bucket__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Top_Level__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Total_Billable_Amount__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Total_Estimate__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Total_Work_Order_Cost__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Travel_Rate__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Travel_Unit__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Turnaround_Time__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Violation_Message__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Violation_Status2__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Warranty__c,readable=false/editable=false
SVMXC__Service_Order__c.SVMXC__Work_Order_Scheduling_Status__c,readable=false/editable=false
